id;name;region;group_key;category;tags;hidden;is_local;rating;description;access;coord_x;coord_y;created_at;lat;lng
osm-12385999202;არსენ ოქროჯანაშვილის (ტობა მეორე) მღვიმე;სამეგრელო;nature;მღვიმე;"[""მღვიმე"",""სამეგრელო""]";true;true;4.4;მღვიმე — სამეგრელო.;{};37.04;44.45;2026-08-03 10:38:42.238563+00;42.47201;42.45557
osm-12397531898;ტობა პირველის მღვიმე;სამეგრელო;nature;მღვიმე;"[""მღვიმე"",""სამეგრელო""]";true;true;4.4;მღვიმე — სამეგრელო.;{};37.09;44.23;2026-08-03 10:38:42.238563+00;42.47779;42.45922
osm-12595007407;ბღერის მღვიმე;იმერეთი;nature;მღვიმე;"[""მღვიმე"",""იმერეთი""]";false;false;4.9;მღვიმე — იმერეთი.;{};39.56;47.77;2026-08-03 10:38:42.238563+00;42.38414;42.6298
osm-12595007408;სოლკოტას მღვიმე;იმერეთი;nature;მღვიმე;"[""მღვიმე"",""იმერეთი""]";false;false;4.9;მღვიმე — იმერეთი.;{};39.38;47.58;2026-08-03 10:38:42.238563+00;42.38923;42.61738
osm-12595007409;დიდღელეს მღვიმე;იმერეთი;nature;მღვიმე;"[""მღვიმე"",""იმერეთი""]";false;false;4.9;მღვიმე — იმერეთი.;{};39.55;47.54;2026-08-03 10:38:42.238563+00;42.39014;42.62897
osm-12660399343;საწურბლიას მღვიმე;იმერეთი;nature;მღვიმე;"[""მღვიმე"",""იმერეთი""]";false;false;4.9;მღვიმე — იმერეთი.;{};39.22;47.60;2026-08-03 10:38:42.238563+00;42.38864;42.60605
osm-13256470037;საკაჯიას გამოქვაბული;იმერეთი;nature;მღვიმე;"[""მღვიმე"",""იმერეთი""]";true;true;4.4;მღვიმე — იმერეთი.;{};41.41;51.70;2026-08-03 10:38:42.238563+00;42.27995;42.75732
osm-13276194465;დიუნის გამოქვაბული;იმერეთი;nature;მღვიმე;"[""მღვიმე"",""იმერეთი""]";true;true;4.4;მღვიმე — იმერეთი.;{};44.77;47.21;2026-08-03 10:38:42.238563+00;42.39899;42.98915
osm-13277438245;ალექსის გამოქვაბული;იმერეთი;nature;მღვიმე;"[""მღვიმე"",""იმერეთი""]";true;true;4.4;მღვიმე — იმერეთი.;{};44.57;47.33;2026-08-03 10:38:42.238563+00;42.3958;42.97504
osm-13278064002;ამანიტას სიფონი;იმერეთი;nature;მღვიმე;"[""მღვიმე"",""იმერეთი""]";true;true;4.4;მღვიმე — იმერეთი.;{};44.84;47.27;2026-08-03 10:38:42.238563+00;42.39739;42.99364
osm-13318712302;ხომულის გამოქვაბული;იმერეთი;nature;მღვიმე;"[""მღვიმე"",""იმერეთი""]";true;true;4.4;მღვიმე — იმერეთი.;{};39.64;50.38;2026-08-03 10:38:42.238563+00;42.31485;42.63538
osm-13570682143;წმინდა ნინოს გამოქვაბული;თბილისი;nature;მღვიმე;"[""მღვიმე"",""თბილისი""]";true;true;4.4;მღვიმე — თბილისი.;{};69.23;68.82;2026-08-03 10:38:42.238563+00;41.82636;44.67703
osm-6009215224;აზეულა;თბილისი;nature;მწვერვალი;"[""მწვერვალი"",""თბილისი""]";false;false;4.9;მწვერვალი — თბილისი.;{};69.45;75.83;2026-08-03 10:38:42.238563+00;41.64057;44.69213
osm-6432601100;ანარია;აჭარა;nature;მწვერვალი;"[""მწვერვალი"",""აჭარა""]";false;false;4.9;მწვერვალი — აჭარა.;{};25.63;76.79;2026-08-03 10:38:42.238563+00;41.61498;41.66878
osm-6432601104;არპაზონი;აჭარა;nature;მწვერვალი;"[""მწვერვალი"",""აჭარა""]";false;false;4.9;მწვერვალი — აჭარა.;{};25.85;78.10;2026-08-03 10:38:42.238563+00;41.58036;41.68332
osm-5617754079;არწივისწვერი;მცხეთა-მთიანეთი;nature;მწვერვალი;"[""მწვერვალი"",""მცხეთა-მთიანეთი""]";false;false;4.9;მწვერვალი — მცხეთა-მთიანეთი.;{};68.15;36.42;2026-08-03 10:38:42.238563+00;42.68495;44.60252
osm-5143051104;ახალშენი;აჭარა;nature;მწვერვალი;"[""მწვერვალი"",""აჭარა""]";false;false;4.9;მწვერვალი — აჭარა.;{};26.78;77.27;2026-08-03 10:38:42.238563+00;41.60229;41.74756
osm-5143111681;ბეზონის მტა;აჭარა;nature;მწვერვალი;"[""მწვერვალი"",""აჭარა""]";false;false;4.9;მწვერვალი — აჭარა.;{};28.87;73.13;2026-08-03 10:38:42.238563+00;41.71199;41.89202
osm-5140511588;ბოლოკო;აჭარა;nature;მწვერვალი;"[""მწვერვალი"",""აჭარა""]";false;false;4.9;მწვერვალი — აჭარა.;{};25.19;81.34;2026-08-03 10:38:42.238563+00;41.49449;41.63802
osm-5843823260;ბოხუნჯარა;სამეგრელო;nature;მწვერვალი;"[""მწვერვალი"",""სამეგრელო""]";false;false;4.9;მწვერვალი — სამეგრელო.;{};28.99;27.06;2026-08-03 10:38:42.238563+00;42.93291;41.90038
osm-3704169697;გადრეკილი;გურია;nature;მწვერვალი;"[""მწვერვალი"",""გურია""]";false;false;4.9;მწვერვალი — გურია.;{};35.77;67.91;2026-08-03 10:38:42.238563+00;41.85028;42.36783
osm-11626740419;გვირგვინა;შიდა ქართლი;nature;მწვერვალი;"[""მწვერვალი"",""შიდა ქართლი""]";false;false;4.9;მწვერვალი — შიდა ქართლი.;{};53.17;68.98;2026-08-03 10:38:42.238563+00;41.82198;43.56855
osm-9466755841;გორისთავი;კახეთი;nature;მწვერვალი;"[""მწვერვალი"",""კახეთი""]";false;false;4.9;მწვერვალი — კახეთი.;{};78.02;59.45;2026-08-03 10:38:42.238563+00;42.07447;45.28364
osm-5143107413;დაგვა;აჭარა;nature;მწვერვალი;"[""მწვერვალი"",""აჭარა""]";false;false;4.9;მწვერვალი — აჭარა.;{};28.33;72.86;2026-08-03 10:38:42.238563+00;41.7193;41.85452
osm-11861754563;დალიდაღი;ქვემო ქართლი;nature;მწვერვალი;"[""მწვერვალი"",""ქვემო ქართლი""]";false;false;4.9;მწვერვალი — ქვემო ქართლი.;{};58.68;92.00;2026-08-03 10:38:42.238563+00;41.21195;43.94926
osm-9447849914;დიდ-ასკილიანი;მცხეთა-მთიანეთი;nature;მწვერვალი;"[""მწვერვალი"",""მცხეთა-მთიანეთი""]";false;false;4.9;მწვერვალი — მცხეთა-მთიანეთი.;{};77.13;57.25;2026-08-03 10:38:42.238563+00;42.13281;45.22201
osm-5661208852;დიდგორი;თბილისი;nature;მწვერვალი;"[""მწვერვალი"",""თბილისი""]";false;false;4.9;მწვერვალი — თბილისი.;{};68.95;69.67;2026-08-03 10:38:42.238563+00;41.80371;44.65767
osm-5143008226;დიდი მტირალა;აჭარა;nature;მწვერვალი;"[""მწვერვალი"",""აჭარა""]";false;false;4.9;მწვერვალი — აჭარა.;{};27.86;76.34;2026-08-03 10:38:42.238563+00;41.62693;41.82251
osm-4735766989;ელისერი;კახეთი;nature;მწვერვალი;"[""მწვერვალი"",""კახეთი""]";false;false;4.9;მწვერვალი — კახეთი.;{};85.66;75.06;2026-08-03 10:38:42.238563+00;41.66101;45.81073
osm-11861737996;ემლიქლი;ქვემო ქართლი;nature;მწვერვალი;"[""მწვერვალი"",""ქვემო ქართლი""]";false;false;4.9;მწვერვალი — ქვემო ქართლი.;{};58.32;90.11;2026-08-03 10:38:42.238563+00;41.26208;43.9241
